pd_id,brand_name,model_name,model_number,additional_model_information,upc,product_type,type,special_type,heat_pump_technology,drum_capacity_cu_ft,height_inches,width_inches,depth_inches,combined_energy_factor_cef,estimated_annual_energy_use_kwh_yr,estimated_energy_test_cycle_time_min,energy_test_cycle_information,additional_dryer_features,vented_or_ventless,refrigerant_type,refrigerant_with_gwp,connected,connected_demand_response_functionality_tested,communication_standard_application_layer,direct_on_premises_open_standard_based_interconnection,paired_energy_star_clothes_washer_available,paired_energy_star_clothes_washer_energy_star_model_identifier,date_available_on_market,date_qualified,markets,energy_star_model_identifier,meets_most_efficient_criteria,calculated_combined_energy_factor_max_dryness_setting_lbs_kwh,voltage
2579504,GE,G78G_4_V,GFD65GS*V***,",GFD65GSPVDS,Dark Slate; ,GFD65GSSVWW,White",084694193505;084694193507,Gas Standard Vented,Gas,,,7.8,39.75,28,32,3.48,687,68,"Cottons with the default ecoDry on, Temp - High, Dryness Level - Dry",Sanitization cycle,Vented,,,No,,,,Yes,ES_1123206_GFW655S*V***_052220231557191_8390438,2023-07-17T00:00:00.000,2023-07-17T00:00:00.000,"United States, Canada",ES_1123206_GFD65GS*V***_07132023220064_7171173,No,,
2604986,Smad,DDF-210ALKM(G),DDF-210ALKM(G),,,Gas Standard Vented,Gas,,,8,39.75,27,34.5,3.48,687,73,Normal,None,Vented,,,No,,,,,,2023-07-11T00:00:00.000,2023-07-24T00:00:00.000,United States,ES_1144306_DDF-210ALKM(G)_072420230532267_9243392,No,,
2633254,LG,DLG6101**,DLG6101**,,,Gas Standard Vented,Gas,,,7.3,40.19,27,28.94,3.49,685,70,Normal_Normal Dry,"Time remaining display,Wrinkle prevention option",Vented,,,No,,,,No,,2023-08-07T00:00:00.000,2023-07-31T00:00:00.000,"United States, Canada",ES_1118034_DLG6101**_08082023222748_80179214,No,,
2633255,LG,DLG7001**,DLG7001**,,,Gas Standard Vented,Gas,,,7.3,40.19,27,28.94,3.49,685,70,Normal_Normal Dry,"Time remaining display,Wrinkle prevention option",Vented,,,No,,,,No,,2023-08-07T00:00:00.000,2023-07-31T00:00:00.000,"United States, Canada",ES_1118034_DLG7001**_08082023222748_80179214,No,,
2633256,LG,DLG7151**,DLG7151**,,,Gas Standard Vented,Gas,,,7.3,40.19,27,28.94,3.49,685,70,Normal_Normal Dry,"Time remaining display,Wrinkle prevention option",Vented,,,No,,,,No,,2023-08-07T00:00:00.000,2023-07-31T00:00:00.000,"United States, Canada",ES_1118034_DLG7151**_08082023222748_80179214,No,,
2642176,LG,DLG7401*E*,DLG7401*E*,,,Gas Standard Vented,Gas,,,7.3,40.19,27,28.94,3.49,685,70,Normal_Normal Dry,"Time remaining display,Wrinkle prevention option",Vented,,,No,,,,No,,2023-08-25T00:00:00.000,2023-08-21T00:00:00.000,"United States, Canada",ES_1118034_DLG7401*E*_08232023124955_80181194,No,,
2642178,LG,DLGX7901*E*,DLGX7901*E*,,,Gas Standard Vented,Gas,,,7.3,40.19,27,28.94,3.49,685,70,Normal_Normal Dry,"Time remaining display,Wrinkle prevention option",Vented,,,No,,,,No,,2023-08-25T00:00:00.000,2023-08-21T00:00:00.000,"United States, Canada",ES_1118034_DLGX7901*E*_08232023124955_80181194,No,,
2683793,LG,SWWG50*4,SWWG50*4,,1.95174E+11,Gas Standard Vented,Gas,Laundry Center,,7.4,38.69,27,30,3.49,685,70,"Normal, Normal Dry","Time remaining display,Wrinkle prevention option",Vented,,,No,,,,No,,2023-10-16T00:00:00.000,2023-10-16T00:00:00.000,"United States, Canada",ES_1118034_SWWG50*4_10162023164741_80186372,No,,
2788447,Samsung,WH53DBH7**G*,WH53DBH7**G*,,8.87277E+11,Gas Standard Vented,Gas,Laundry Center,,7.6,74.4,27,34.4,3.48,687,73,"Cycle Tested (Cycle/Temperature/Dryness Level/Option) : Normal / Medium(unselectable) / Normal / Eco dry defualt ""On""",Sanitization cycle,Vented,,,No,,,,No,,2023-12-30T00:00:00.000,2023-11-21T00:00:00.000,"United States, Canada",ES_1023593_WH53DBH7**G*_11302023124847_80190739,No,,
2788448,Samsung,WH46DBH5**G*,WH46DBH5**G*,,8.87277E+11,Gas Standard Vented,Gas,Laundry Center,,7.6,74.4,27,31.3,3.48,687,73,"Cycle Tested (Cycle/Temperature/Dryness Level/Option) : Normal / Medium(unselectable) / Normal / Eco dry defualt ""On""",Sanitization cycle,Vented,,,No,,,,No,,2023-12-30T00:00:00.000,2023-11-21T00:00:00.000,"United States, Canada",ES_1023593_WH46DBH5**G* _11302023124847_80190739,No,,
2788449,Samsung,WH46DBH1**G*,WH46DBH1**G*,,8.87277E+11,Gas Standard Vented,Gas,Laundry Center,,7.6,74.4,27,31.3,3.48,687,73,"Cycle Tested (Cycle/Temperature/Dryness Level/Option) : Normal / Medium(unselectable) / Normal / Eco dry defualt ""On""",Sanitization cycle,Vented,,,No,,,,No,,2023-12-30T00:00:00.000,2023-11-21T00:00:00.000,"United States, Canada",ES_1023593_WH46DBH1**G*_11302023124847_80190739,No,,
2838988,LG,DLG8401*E,DLG8401*E,,1.95174E+11,Gas Standard Vented,Gas,,,7.3,40.19,27,28.94,3.49,685,70,Normal_Normal Dry,"Time remaining display,Wrinkle prevention option",Vented,,,No,,,,No,,2023-12-06T00:00:00.000,2023-12-06T00:00:00.000,"United States, Canada",ES_1118034_DLG8401*E_12072023100438_80192890,No,,
2838989,LG,DLGX8601*E,DLGX8601*E,,,Gas Standard Vented,Gas,,,7.3,40.19,27,28.94,3.49,685,70,Normal_Normal Dry,"Time remaining display,Wrinkle prevention option",Vented,,,No,,,,No,,2023-12-06T00:00:00.000,2023-12-06T00:00:00.000,"United States, Canada",ES_1118034_DLGX8601*E_12072023100438_80192890,No,,
2838990,LG,DLG8481*E,DLG8481*E,,,Gas Standard Vented,Gas,,,7.3,40.19,27,28.94,3.49,685,70,Normal_Normal Dry,"Time remaining display,Wrinkle prevention option",Vented,,,No,,,,No,,2023-12-06T00:00:00.000,2023-12-06T00:00:00.000,"United States, Canada",ES_1118034_DLG8481*E_12072023100438_80192890,No,,
3414507,GE Profile,G78G_4_VA,PFD87GS*V***,",PFD87GSPVRS,Sapphire Blue; ,PFD87GSSVWW,White",084691939214;084691939252,Gas Standard Vented,Gas,,,7.8,39.75,28,32,3.48,687,71,"Cottons with the default ecoDry on, Temp - High, Dryness Level - Dry","Sanitization cycle,Filter cleaning indicator,Steam cycle,Drum light,Time remaining display,Wrinkle prevention option",Vented,,,No,,,,No,,2024-02-19T00:00:00.000,2024-02-14T00:00:00.000,"United States, Canada",ES_1123206_PFD87GS*V***_021220241904764_1727527,No,,
2246396,GE,GTD65EB*J***,GTD65EB*J***,,,Electric Standard Vented,Electric,,,7.4,43.7,26.96,30.48,3.93,608,60,COTTONS/LOW TEMP CYCLE WITH DEFAULT DRYNESS SETTING OF DRY AND DEFAULT EDRY ON,"Sanitization cycle,Drum light,Time remaining display,Energy monitor/indicator",Vented,,,No,,,,No,,2015-09-01T00:00:00.000,2015-08-23T00:00:00.000,"United States, Canada",ES_1123206_GTD65EB*J***_08242015154618_1178596,No,,
2255002,Samsung,DV50K86**E*,DV50K86**E*,,8.87276E+11,Electric Standard Vented,Electric,,,7.4,46,27,30,3.94,607,65,"Normal cycle, Eco Dry, Automatic Termination, Medium temp, Normal Dry dryness level","Filter cleaning indicator,Steam cycle,Drum light,Wrinkle prevention option,Time remaining display",Vented,,,No,,,,No,,2015-12-20T00:00:00.000,2015-12-09T00:00:00.000,"United States, Canada",ES_1023593_DV50K86**E*_12072015123900_70055766,No,,
2255003,Samsung,DV45K76**E*,DV45K76**E*,,8.87276E+11,Electric Standard Vented,Electric,,,7.4,46,27,30,3.94,607,65,"Normal cycle, Eco Dry, Automatic Termination, Medium temp, Normal Dry dryness level","Filter cleaning indicator,Steam cycle,Drum light,Wrinkle prevention option,Time remaining display",Vented,,,No,,,,No,,2015-12-20T00:00:00.000,2015-12-09T00:00:00.000,"United States, Canada",ES_1023593_DV45K76**E*_12072015123900_70055766,No,,
2257198,Samsung,DV50K75**E*,DV50K75**E*,,8.87276E+11,Electric Standard Vented,Electric,,,7.5,38.7,27,32.6,3.94,607,65,"Normal cycle, Eco Dry, Automatic Termination, Medium temp, Normal Dry dryness level","Filter cleaning indicator,Steam cycle,Drum light,Wrinkle prevention option,Time remaining display",Vented,,,No,,,,No,,2016-01-24T00:00:00.000,2016-01-13T00:00:00.000,"United States, Canada",ES_1023593_DV50K75**E*_01112016051621_70059693,No,,
2257199,Samsung,DV45K65**E*,DV45K65**E*,,8.87276E+11,Electric Standard Vented,Electric,,,7.5,38.7,27,32.6,3.94,607,65,"Normal cycle, Eco Dry, Automatic Termination, Medium temp, Normal Dry dryness level","Filter cleaning indicator,Steam cycle,Drum light,Wrinkle prevention option,Time remaining display",Vented,,,No,,,,No,,2016-01-24T00:00:00.000,2016-01-13T00:00:00.000,"United States, Canada",ES_1023593_DV45K65**E*_01112016051621_70059693,No,,
2257200,Samsung,DV45K62**E*,DV45K62**E*,,8.87276E+11,Electric Standard Vented,Electric,,,7.5,38.7,27,32.6,3.94,607,65,"Normal cycle, Eco Dry, Automatic Termination, Medium temp, Normal Dry dryness level","Filter cleaning indicator,Steam cycle,Drum light,Wrinkle prevention option,Time remaining display",Vented,,,No,,,,No,,2016-01-24T00:00:00.000,2016-01-13T00:00:00.000,"United States, Canada",ES_1023593_DV45K62**E*_01112016051621_70059693,No,,
2257204,Kenmore,592-8969*,592-8969*,,8.87276E+11,Electric Standard Vented,Electric,,,7.5,39,27,32.4,3.94,607,65,"Normal cycle, Eco Dry, Automatic Termination, Medium temp, Normal Dry dryness level","Filter cleaning indicator,Steam cycle,Drum light,Wrinkle prevention option,Time remaining display",Vented,,,No,,,,No,,2016-01-24T00:00:00.000,2016-01-13T00:00:00.000,"United States, Canada",ES_1023593_592-8969*_01112016051621_70059693,No,,
2257205,Kenmore,592-8968*,592-8968*,,8.87276E+11,Electric Standard Vented,Electric,,,7.5,39,27,32.4,3.94,607,65,"Normal cycle, Eco Dry, Automatic Termination, Medium temp, Normal Dry dryness level","Filter cleaning indicator,Steam cycle,Drum light,Wrinkle prevention option,Time remaining display",Vented,,,No,,,,No,,2016-01-24T00:00:00.000,2016-01-13T00:00:00.000,"United States, Canada",ES_1023593_592-8968*_01112016051621_70059693,No,,
2257206,Kenmore,592-8967*,592-8967*,,8.87276E+11,Electric Standard Vented,Electric,,,7.5,39,27,32.4,3.94,607,65,"Normal cycle, Eco Dry, Automatic Termination, Medium temp, Normal Dry dryness level","Filter cleaning indicator,Steam cycle,Drum light,Wrinkle prevention option,Time remaining display",Vented,,,No,,,,No,,2016-01-24T00:00:00.000,2016-01-13T00:00:00.000,"United States, Canada",ES_1023593_592-8967*_01112016051621_70059693,No,,
2265537,Maytag,YMED5500FC*,YMED5500FC*,,,Electric Standard Vented,Electric,,,7.4,38,27,31,3.93,608,72,"NORMAL CYCLE, ENERGY SAVER, AUTOMATIC TERMINATION, MEDIUM HEAT, NORMAL DRYNESS LEVEL.","Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Energy monitor/indicator,Sanitization cycle,Filter cleaning indicator",Vented,,,No,,,,No,,2016-06-01T00:00:00.000,2016-04-28T00:00:00.000,Canada,ES_22856_YMED5500FC*_04282016182002_7602079,No,,
2265538,Maytag,YMED5500FW*,YMED5500FW*,,,Electric Standard Vented,Electric,,,7.4,38,27,31,3.93,608,72,"NORMAL CYCLE, ENERGY SAVER, AUTOMATIC TERMINATION, MEDIUM HEAT, NORMAL DRYNESS LEVEL.","Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Energy monitor/indicator,Sanitization cycle,Filter cleaning indicator",Vented,,,No,,,,No,,2016-06-01T00:00:00.000,2016-04-28T00:00:00.000,Canada,ES_22856_YMED5500FW*_04282016182024_7624866,No,,
2265539,Maytag,MEDB835D*+,MEDB835D*+,,,Electric Standard Vented,Electric,,,8.8,45,29,32,3.93,608,66,"ENERGY SAVER, NORMAL CYCLE, AUTOMATIC TERMINATION, HIGH HEAT, NORMAL DRYNESS LEVEL.","Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Energy monitor/indicator,Sanitization cycle,Filter cleaning indicator",Vented,,,No,,,,Yes,ES_0022856_MVWB835D*+_02102015015120_70023227,2016-06-01T00:00:00.000,2016-04-28T00:00:00.000,United States,ES_22856_MEDB835D*+_04282016182641_8001700,No,,
2265540,Maytag,MEDB855D*+,MEDB855D*+,,,Electric Standard Vented,Electric,,,8.8,45,29,32,3.93,608,67,"ENERGY SAVER, NORMAL CYCLE, AUTOMATIC TERMINATION, HIGH HEAT, NORMAL DRYNESS LEVEL.","Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Energy monitor/indicator,Sanitization cycle,Filter cleaning indicator",Vented,,,No,,,,Yes,ES_0022856_MVWB855D*+_02102015015120_70023227,2016-06-01T00:00:00.000,2016-04-28T00:00:00.000,United States,ES_22856_MEDB855D*+_04282016182853_8133719,No,,
2265541,Maytag,YMEDB835D*+,YMEDB835D*+,,,Electric Standard Vented,Electric,,,8.8,45,29,32,3.93,608,66,"ENERGY SAVER, NORMAL CYCLE, AUTOMATIC TERMINATION, HIGH HEAT, NORMAL DRYNESS LEVEL.","Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Energy monitor/indicator,Sanitization cycle,Filter cleaning indicator",Vented,,,No,,,,Yes,ES_0022856_MVWB835D*+_02102015015120_70023227,2016-06-01T00:00:00.000,2016-04-28T00:00:00.000,Canada,ES_22856_YMEDB835D*+_04282016182916_8156414,No,,
2265542,Maytag,YMEDB855D*+,YMEDB855D*+,,,Electric Standard Vented,Electric,,,8.8,45,29,32,3.93,608,67,"ENERGY SAVER, NORMAL CYCLE, AUTOMATIC TERMINATION, HIGH HEAT, NORMAL DRYNESS LEVEL.","Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Energy monitor/indicator,Sanitization cycle,Filter cleaning indicator",Vented,,,No,,,,Yes,ES_0022856_MVWB855D*+_02102015015120_70023227,2016-06-01T00:00:00.000,2016-04-28T00:00:00.000,Canada,ES_22856_YMEDB855D*+_04282016182933_8173338,No,,
2266005,Whirlpool,WED9750EW*,WED9750EW*,,8.83049E+11,Electric Standard Vented,Electric,,,7.3,38,27,30,3.93,608,75,"NORMAL CYCLE, ENERGY SAVER, AUTOMATIC TERMINATION, MEDIUM HEAT, NORMAL DRYNESS LEVEL.","Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Energy monitor/indicator,Sanitization cycle,Filter cleaning indicator",Vented,,,No,,,,No,,2015-12-02T00:00:00.000,2016-10-27T00:00:00.000,United States,ES_22856_WED9750EW*_05032016180201_8521916,No,,
2266006,Whirlpool,WED7590FW*,WED7590FW*,,,Electric Standard Vented,Electric,,,7.4,38,27,31,3.93,608,69,"ECO NORMAL CYCLE, AUTOMATIC TERMINATION, MEDIUM HEAT, NORMAL DRYNESS LEVEL.","Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Energy monitor/indicator,Filter cleaning indicator,Sanitization cycle",Vented,,,No,,,,Yes,ES_0022856_WFW7590F**_11062015014728_70052530,2016-06-01T00:00:00.000,2016-04-28T00:00:00.000,United States,ES_22856_WED7590FW*_05032016181633_9393419,No,,
2266007,Whirlpool,WED8000D*+,WED8000D*+,,,Electric Standard Vented,Electric,,,8.8,42,29,32,3.93,608,64,"ECOBOOST NORMAL CYCLE, AUTOMATIC TERMINATION, MEDIUM HEAT, NORMAL DRYNESS LEVEL","Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Energy monitor/indicator,Filter cleaning indicator,Sanitization cycle",Vented,,,No,,,,Yes,ES_0022856_WTW8000D*+_10032014035931_2767884,2016-06-01T00:00:00.000,2016-04-28T00:00:00.000,United States,ES_22856_WED8000D*+_05032016182429_9869058,No,,
2266008,Whirlpool,WED8500D*+,WED8500D*+,,,Electric Standard Vented,Electric,,,8.8,42,29,32,3.93,608,64,"ECOBOOST NORMAL CYCLE, AUTOMATIC TERMINATION, MEDIUM HEAT, NORMAL DRYNESS LEVEL","Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Energy monitor/indicator,Filter cleaning indicator,Sanitization cycle",Vented,,,No,,,,Yes,ES_0022856_WTW8500D*+_10032014035931_2767884,2016-06-01T00:00:00.000,2016-04-28T00:00:00.000,United States,ES_22856_WED8500D*+_05032016182742_0062788,No,,
2266012,Whirlpool,WED8700E**,WED8700E**,,,Electric Standard Vented,Electric,,,8.8,42,29,32,3.93,608,64,"ECOBOOST, NORMAL CYCLE, AUTOMATIC TERMINATION, MEDIUM HEAT, NORMAL DRYNESS LEVEL","Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Energy monitor/indicator,Filter cleaning indicator,Sanitization cycle",Vented,,,Yes,Wi-Fi,Revelation method (proprietary).  A documented standard within Whirlpool and implemented in Whirlpool Connected Appliance Cloud.  Third party interaction with Whirlpool Connected Appliance Cloud (M2M) to initiate commands with the appliance,No,Yes,ES_0022856_WTW8700E**_04012015081728_70027607,2016-06-01T00:00:00.000,2016-04-28T00:00:00.000,United States,ES_22856_WED8700E**_05032016193738_4258822,No,,
2266013,Whirlpool,WED72HED*+,WED72HED*+,,,Electric Standard Vented,Electric,,,7.3,38,27,30,3.93,608,66,"ECO NORMAL CYCLE, AUTOMATIC TERMINATION, MEDIUM HEAT, NORMAL DRYNESS LEVEL","Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Energy monitor/indicator,Filter cleaning indicator,Sanitization cycle",Vented,,,No,,,,Yes,ES_0022856_WFW72HED*+_02102015015120_70023227,2016-06-01T00:00:00.000,2016-04-28T00:00:00.000,United States,ES_22856_WED72HED*+_05032016195723_5443561,No,,
2266014,Whirlpool,WED81HED*+,WED81HED*+,,,Electric Standard Vented,Electric,,,7.3,38,27,30,3.93,608,66,"ECO NORMAL CYCLE, AUTOMATIC TERMINATION, MEDIUM HEAT, NORMAL DRYNESS LEVEL","Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Energy monitor/indicator,Filter cleaning indicator,Sanitization cycle",Vented,,,No,,,,Yes,ES_0022856_WFW81HED*+_02102015015120_70023227,2016-06-01T00:00:00.000,2016-04-28T00:00:00.000,United States,ES_22856_WED81HED*+_05032016195950_5590102,No,,
2257207,Kenmore,592-8966*,592-8966*,,8.87276E+11,Electric Standard Vented,Electric,,,7.5,39,27,32.4,3.94,607,65,"Normal cycle, Eco Dry, Automatic Termination, Medium temp, Normal Dry dryness level","Filter cleaning indicator,Steam cycle,Drum light,Wrinkle prevention option,Time remaining display",Vented,,,No,,,,No,,2016-01-24T00:00:00.000,2016-01-13T00:00:00.000,"United States, Canada",ES_1023593_592-8966*_01112016051621_70059693,No,,
2261845,LG,DLEX7600*E,DLEX7600*E,,048231016698;048231016711;048231017077;048231025898,Electric Standard Vented,Electric,,,7.3,40.19,27,28.94,3.94,607,69,Cotton/Normal_Normal Dry,"Time remaining display,Wrinkle prevention option,Steam cycle,Sanitization cycle",Vented,,,No,,,,No,,2016-03-13T00:00:00.000,2016-02-27T00:00:00.000,"United States, Canada",ES_1118034_DLEX7600*E_03072016122407_70065980,No,,
2265506,Kenmore,61632610,6163261*,,8.83049E+11,Electric Standard Vented,Electric,,,9.2,41,29,33,3.93,608,74,"ENERGY SAVER, NORMAL CYCLE, AUTOMATIC TERMINATION, HIGH HEAT, NORMAL DRYNESS LEVEL.","Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Energy monitor/indicator,Sanitization cycle,Filter cleaning indicator",Vented,,,No,,,,Yes,ES_0022856_3163*61*_01192016111058_70060810,2015-12-01T00:00:00.000,2016-10-27T00:00:00.000,United States,ES_15649_6163261*_04282016163247_1167684,No,,
2265507,Kenmore,61633610,6163361*,,8.83049E+11,Electric Standard Vented,Electric,,,9.2,41,29,33,3.93,608,74,"ENERGY SAVER, NORMAL CYCLE, AUTOMATIC TERMINATION, HIGH HEAT, NORMAL DRYNESS LEVEL.","Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Energy monitor/indicator,Sanitization cycle,Filter cleaning indicator",Vented,,,No,,,,Yes,ES_0022856_3163*61*_01192016111059_70060810,2015-12-01T00:00:00.000,2016-10-27T00:00:00.000,United States,ES_15649_6163361*_04282016163503_1303970,No,,
2265515,Maytag,MED3100D*+,MED3100D*+,,,Electric Standard Vented,Electric,,,7.3,38,27,30,3.93,608,65,"NORMAL CYCLE, ENERGY SAVER, AUTOMATIC TERMINATION, MEDIUM HEAT, NORMAL DRYNESS LEVEL.","Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Energy monitor/indicator,Sanitization cycle,Filter cleaning indicator",Vented,,,No,,,,Yes,ES_0022856_MHW3100D*+_02102015015120_70023227,2016-06-01T00:00:00.000,2016-04-28T00:00:00.000,United States,ES_22856_MED3100D*+_04282016175229_5949749,No,,
2265516,Maytag,MED4100D*+,MED4100D*+,,,Electric Standard Vented,Electric,,,7.3,38,27,30,3.93,608,65,"NORMAL CYCLE, ENERGY SAVER, AUTOMATIC TERMINATION, MEDIUM HEAT, NORMAL DRYNESS LEVEL.","Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Energy monitor/indicator,Sanitization cycle,Filter cleaning indicator",Vented,,,No,,,,Yes,ES_0022856_MHW4100D*+_02102015015120_70023227,2016-06-01T00:00:00.000,2016-04-28T00:00:00.000,United States,ES_22856_MED4100D*+_04282016175250_5970613,No,,
2265517,Maytag,MED5100D*+,MED5100D*+,,,Electric Standard Vented,Electric,,,7.3,38,27,30,3.93,608,66,"NORMAL CYCLE, ENERGY SAVER, AUTOMATIC TERMINATION, MEDIUM HEAT, NORMAL DRYNESS LEVEL.","Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Energy monitor/indicator,Sanitization cycle,Filter cleaning indicator",Vented,,,No,,,,Yes,ES_0022856_MHW5100D*+_02102015015120_70023227,2016-06-01T00:00:00.000,2016-04-28T00:00:00.000,United States,ES_22856_MED5100D*+_04282016175323_6003096,No,,
2265518,Maytag,YMED3100D*+,YMED3100D*+,,,Electric Standard Vented,Electric,,,7.3,38,27,30,3.93,608,65,"NORMAL CYCLE, ENERGY SAVER, AUTOMATIC TERMINATION, MEDIUM HEAT, NORMAL DRYNESS LEVEL.","Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Energy monitor/indicator,Sanitization cycle,Filter cleaning indicator",Vented,,,No,,,,Yes,ES_0022856_MHW3100D*+_02102015015120_70023227,2016-06-01T00:00:00.000,2016-04-28T00:00:00.000,Canada,ES_22856_YMED3100D*+_04282016175038_5838636,No,,
2265519,Maytag,YMED4100D*+,YMED4100D*+,,,Electric Standard Vented,Electric,,,7.3,38,27,30,3.93,608,65,"NORMAL CYCLE, ENERGY SAVER, AUTOMATIC TERMINATION, MEDIUM HEAT, NORMAL DRYNESS LEVEL.","Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Energy monitor/indicator,Sanitization cycle,Filter cleaning indicator",Vented,,,No,,,,Yes,ES_0022856_MHW4100D*+_02102015015120_70023227,2016-06-01T00:00:00.000,2016-04-28T00:00:00.000,Canada,ES_22856_YMED4100D*+_04282016175137_5897632,No,,
2265520,Maytag,YMED5100D*+,YMED5100D*+,,,Electric Standard Vented,Electric,,,7.3,38,27,30,3.93,608,66,"NORMAL CYCLE, ENERGY SAVER, AUTOMATIC TERMINATION, MEDIUM HEAT, NORMAL DRYNESS LEVEL.","Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Energy monitor/indicator,Sanitization cycle,Filter cleaning indicator",Vented,,,No,,,,Yes,ES_0022856_MHW5100D*+_02102015015120_70023227,2016-06-01T00:00:00.000,2016-04-28T00:00:00.000,Canada,ES_22856_YMED5100D*+_04282016175207_5927841,No,,
2265521,Maytag,MED7100D*+,MED7100D*+,,,Electric Standard Vented,Electric,,,7.3,38,27,30,3.93,608,66,"NORMAL CYCLE, ENERGY SAVER, AUTOMATIC TERMINATION, MEDIUM HEAT, NORMAL DRYNESS LEVEL.","Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Energy monitor/indicator,Sanitization cycle,Filter cleaning indicator",Vented,,,No,,,,Yes,ES_0022856_MHW7100D*+_02102015015120_70023227,2016-06-01T00:00:00.000,2016-04-28T00:00:00.000,United States,ES_22856_MED7100D*+_04282016180104_6464679,No,,
2265522,Maytag,MED8100D*+,MED8100D*+,,,Electric Standard Vented,Electric,,,7.3,38,27,30,3.93,608,66,"NORMAL CYCLE, ENERGY SAVER, AUTOMATIC TERMINATION, MEDIUM HEAT, NORMAL DRYNESS LEVEL.","Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Energy monitor/indicator,Sanitization cycle,Filter cleaning indicator",Vented,,,No,,,,Yes,ES_0022856_MHW8100D*+_02102015015120_70023227,2016-06-01T00:00:00.000,2016-04-28T00:00:00.000,United States,ES_22856_MED8100D*+_04282016180248_6568644,No,,
2265523,Maytag,YMED7100D*+,YMED7100D*+,,,Electric Standard Vented,Electric,,,7.3,38,27,30,3.93,608,66,"NORMAL CYCLE, ENERGY SAVER, AUTOMATIC TERMINATION, MEDIUM HEAT, NORMAL DRYNESS LEVEL.","Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Energy monitor/indicator,Sanitization cycle,Filter cleaning indicator",Vented,,,No,,,,Yes,ES_0022856_MHW7100D*+_02102015015120_70023227,2016-06-01T00:00:00.000,2016-04-28T00:00:00.000,Canada,ES_22856_YMED7100D*+_04282016180302_6582812,No,,
2265524,Maytag,YMED8100D*+,YMED8100D*+,,,Electric Standard Vented,Electric,,,7.3,38,27,30,3.93,608,66,"NORMAL CYCLE, ENERGY SAVER, AUTOMATIC TERMINATION, MEDIUM HEAT, NORMAL DRYNESS LEVEL.","Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Energy monitor/indicator,Sanitization cycle,Filter cleaning indicator",Vented,,,No,,,,Yes,ES_0022856_MHW8100D*+_02102015015120_70023227,2016-06-01T00:00:00.000,2016-04-28T00:00:00.000,Canada,ES_22856_YMED8100D*+_04282016180318_6598724,No,,
2265526,Maytag,MED8150EC*,MED8150EC*,,,Electric Standard Vented,Electric,,,7.3,38,27,30,3.93,608,75,"NORMAL CYCLE, ENERGY SAVER, AUTOMATIC TERMINATION, MEDIUM HEAT, NORMAL DRYNESS LEVEL.","Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Energy monitor/indicator,Sanitization cycle,Filter cleaning indicator",Vented,,,No,,,,Yes,ES_0022856_MHW8150E**_08262015122737_8888888,2016-06-01T00:00:00.000,2016-04-28T00:00:00.000,United States,ES_22856_MED8150EC*_04282016181030_7030145,No,,
2265527,Maytag,MED8150EW*,MED8150EW*,,,Electric Standard Vented,Electric,,,7.3,38,27,30,3.93,608,75,"NORMAL CYCLE, ENERGY SAVER, AUTOMATIC TERMINATION, MEDIUM HEAT, NORMAL DRYNESS LEVEL.","Drum light,Time remaining display,Wrinkle prevention option,Steam cycle,Energy monitor/indicator,Sanitization cycle,Filter cleaning indicator",Vented,,,No,,,,Yes,ES_0022856_MHW8150E**_08262015122737_8888888,2016-06-01T00:00:00.000,2016-04-28T00:00:00.000,United States,ES_22856_MED8150EW*_04282016181045_7045337,No,,
